# time	flux	flux_err	flux_column=sap_flux
1.570236238063947894e+03	1.000223398208618164e+00	9.035617404151707888e-05
1.570237626990427998e+03	9.999805688858032227e-01	8.997761324280872941e-05
1.570239015916441531e+03	9.998176693916320801e-01	8.961497951531782746e-05
1.570240404842921180e+03	9.993732571601867676e-01	8.926248847274109721e-05
1.570248738400867296e+03	9.988306164741516113e-01	8.756374882068485022e-05
1.570250127326880829e+03	9.982945919036865234e-01	8.728964166948571801e-05
1.570251516253360933e+03	9.987772703170776367e-01	8.708144014235585928e-05
1.570252905179840582e+03	9.988777041435241699e-01	8.686583896633237600e-05
1.570257071958812958e+03	9.991578459739685059e-01	8.628865907667204738e-05
1.570258460885292834e+03	9.999595284461975098e-01	8.614388934802263975e-05
1.570262627664265437e+03	9.989306330680847168e-01	8.567547047277912498e-05
1.570264016590744404e+03	9.999741315841674805e-01	8.559704292565584183e-05
1.570265405516757710e+03	1.001112937927246094e+00	8.554398664273321629e-05
1.570266794443237814e+03	1.000955224037170410e+00	8.545286254957318306e-05
1.570268183369717462e+03	1.000927090644836426e+00	8.537824032828211784e-05
1.570269572296196657e+03	1.000718355178833008e+00	8.530299965059384704e-05
1.570270961222210190e+03	1.000363469123840332e+00	8.522094140062108636e-05
1.570272350148690748e+03	1.000271558761596680e+00	8.515344234183430672e-05
1.570273739075171306e+03	1.000010609626770020e+00	8.508528117090463638e-05
1.570275128001650501e+03	9.997820258140563965e-01	8.501880802214145660e-05
1.570276516928129467e+03	9.992606639862060547e-01	8.494497160427272320e-05
1.570277905854609344e+03	9.992738962173461914e-01	8.488870662404224277e-05
1.570279294780623331e+03	9.992565512657165527e-01	8.483504643663764000e-05
1.570280683707102526e+03	9.982470870018005371e-01	8.474589412799105048e-05
1.570282072633581720e+03	9.986686110496520996e-01	8.471310866298153996e-05
1.570283461560061596e+03	9.989640116691589355e-01	8.467599400319159031e-05
1.570287628339499861e+03	9.997768402099609375e-01	8.456983778160065413e-05
1.570289017265979510e+03	9.993437528610229492e-01	8.451407484244555235e-05
1.570291795118937898e+03	9.998967647552490234e-01	8.445499406661838293e-05
1.570293184045417547e+03	9.998564720153808594e-01	8.441411773674190044e-05
1.570294572971897423e+03	1.000642299652099609e+00	8.440640522167086601e-05
1.570297350824389923e+03	1.000481486320495605e+00	8.432978211203590035e-05
1.570298739750870027e+03	1.000581383705139160e+00	8.430193702224642038e-05
1.570300128677349676e+03	9.993242621421813965e-01	8.421767415711656213e-05
1.570301517603828870e+03	1.000186681747436523e+00	8.421974052907899022e-05
1.570302906530308064e+03	9.999592304229736328e-01	8.418793731834739447e-05
1.570304295457253374e+03	9.994922280311584473e-01	8.413416799157857895e-05
1.570305684383733478e+03	9.999175667762756348e-01	8.412241004407405853e-05
1.570307073310213127e+03	9.993841648101806641e-01	8.407727000303566456e-05
1.570311240089652074e+03	9.996985793113708496e-01	8.401614468311890960e-05
1.570314017942610917e+03	9.988251924514770508e-01	8.393806638196110725e-05
