# time	flux	flux_err	flux_column=sap_flux
1.790658907316483237e+03	9.869428873062133789e-01	1.833241694839671254e-04
1.790660296232026667e+03	9.934883713722229004e-01	1.839275500969961286e-04
1.790661685147571234e+03	9.897192716598510742e-01	1.835932489484548569e-04
1.790663074062883425e+03	9.907148480415344238e-01	1.836892479332163930e-04
1.790664462978427764e+03	9.962988495826721191e-01	1.841774646891281009e-04
1.790665851893971649e+03	9.899266958236694336e-01	1.836164301494136453e-04
1.790667240809515079e+03	9.911660552024841309e-01	1.836943702073767781e-04
1.790668629725059418e+03	9.943152666091918945e-01	1.839966134866699576e-04
1.790670018640371154e+03	9.939676523208618164e-01	1.839688920881599188e-04
1.790671407555914811e+03	9.921635985374450684e-01	1.838190073613077402e-04
1.790672796471459151e+03	9.938444495201110840e-01	1.839490432757884264e-04
1.790674185386770660e+03	9.956692457199096680e-01	1.841123448684811592e-04
1.790675574302314999e+03	9.909350872039794922e-01	1.837040763348340988e-04
1.790676963217626508e+03	9.952080845832824707e-01	1.840516779338940978e-04
1.790678352133170392e+03	9.978172183036804199e-01	1.843014324549585581e-04
1.790679741048714050e+03	9.948500990867614746e-01	1.840430195443332195e-04
1.790681129964025786e+03	9.944028854370117188e-01	1.840405748225748539e-04
1.790682518879570580e+03	9.943815469741821289e-01	1.839943142840638757e-04
1.790683907794882089e+03	9.963909387588500977e-01	1.841855846578255296e-04
1.790685296710193143e+03	9.927161335945129395e-01	1.838459720602259040e-04
1.790686685625736573e+03	9.957239031791687012e-01	1.841259800130501390e-04
1.790688074541047627e+03	1.000550627708435059e+00	1.845547376433387399e-04
1.790689463456592648e+03	9.927021861076354980e-01	1.838425087044015527e-04
1.790690852371904839e+03	9.983237385749816895e-01	1.843792997533455491e-04
1.790692241287215893e+03	9.969358444213867188e-01	1.842335332185029984e-04
1.790693630202759323e+03	9.933828711509704590e-01	1.839041651692241430e-04
1.790695019118070377e+03	9.959037899971008301e-01	1.841376797528937459e-04
1.790696408033381886e+03	9.944707155227661133e-01	1.840093609644100070e-04
1.790697796948693394e+03	9.963809251785278320e-01	1.841894845711067319e-04
1.790699185864004903e+03	9.942584633827209473e-01	1.839992182794958353e-04
1.790700574779549243e+03	9.978303313255310059e-01	1.843097270466387272e-04
1.790701963694860297e+03	9.937536716461181641e-01	1.839386823121458292e-04
1.790703352610171805e+03	9.948172569274902344e-01	1.840511395130306482e-04
1.790704741525483314e+03	9.917441010475158691e-01	1.837531308410689235e-04
1.790706130440793913e+03	9.926649928092956543e-01	1.838321040850132704e-04
1.790707519356105649e+03	9.954401850700378418e-01	1.840798067860305309e-04
